time,side,status,filled_quantity,symbol,asset.asset_type,asset.right,asset.strike,asset.expiration,price,type,asset.multiplier,trade_cost,trade_slippage,event_kind,event_id,cash_event_type,cash_event_amount,cash_event_currency,cash_event_description,cash_event_direction,cash_event_reason,is_external_cash_flow,cash_event_raw_type,cash_event_raw_subtype,cash_event_broker_name,cash_event_broker_event_id
2025-10-13 09:30:00-04:00,sell,fill,32.0,TSLA,stock,,0.0,,423.5299987792969,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-13 09:30:00-04:00,sell,fill,56.0,AAPL,stock,,0.0,,249.3800048828125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-13 09:30:00-04:00,sell,fill,56.0,GOOGL,stock,,0.0,,240.2100067138672,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-13 09:30:00-04:00,sell,fill,78.0,NVDA,stock,,0.0,,187.97000122070312,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-13 09:30:00-04:00,sell,fill,89.0,AMD,stock,,0.0,,220.1999969482422,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-13 09:30:00-04:00,sell,fill,28.0,MSFT,stock,,0.0,,516.4099731445312,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-13 09:30:00-04:00,sell,fill,66.0,AMZN,stock,,0.0,,217.6999969482422,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-14 09:30:00-04:00,buy,new,,AMD,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-14 09:30:00-04:00,buy,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-14 09:30:00-04:00,buy,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-14 09:30:00-04:00,buy,fill,67.0,AMD,stock,,0.0,,219.1999969482422,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-14 09:30:00-04:00,buy,fill,79.0,NVDA,stock,,0.0,,184.77000427246094,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-14 09:30:00-04:00,buy,fill,35.0,TSLA,stock,,0.0,,426.7900085449219,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-16 09:30:00-04:00,buy,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-16 09:30:00-04:00,buy,fill,60.0,GOOGL,stock,,0.0,,251.77000427246094,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-21 09:30:00-04:00,buy,new,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-21 09:30:00-04:00,buy,new,,META,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-21 09:30:00-04:00,buy,new,,MSFT,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-21 09:30:00-04:00,buy,fill,58.0,AAPL,stock,,0.0,,261.8800048828125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-21 09:30:00-04:00,buy,fill,20.0,META,stock,,0.0,,736.02001953125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-21 09:30:00-04:00,buy,fill,28.0,MSFT,stock,,0.0,,517.5,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-27 09:30:00-04:00,buy,new,,AMZN,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-27 09:30:00-04:00,buy,fill,68.0,AMZN,stock,,0.0,,227.66000366210938,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,new,,AMD,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,new,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,new,,META,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,new,,MSFT,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,new,,AMZN,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,fill,67.0,AMD,stock,,0.0,,259.6000061035156,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,fill,79.0,NVDA,stock,,0.0,,206.4499969482422,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,fill,35.0,TSLA,stock,,0.0,,446.75,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,fill,60.0,GOOGL,stock,,0.0,,283.2099914550781,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,fill,58.0,AAPL,stock,,0.0,,276.989990234375,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,fill,20.0,META,stock,,0.0,,674.510009765625,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,fill,28.0,MSFT,stock,,0.0,,528.8800048828125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-10-31 09:30:00-04:00,sell,fill,68.0,AMZN,stock,,0.0,,250.10000610351562,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,new,,AMZN,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,new,,AMD,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,new,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,fill,63.0,AMZN,stock,,0.0,,255.36000061035156,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,fill,61.0,AMD,stock,,0.0,,259.3299865722656,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,fill,77.0,NVDA,stock,,0.0,,208.0800018310547,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,fill,56.0,GOOGL,stock,,0.0,,282.17999267578125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,fill,57.0,AAPL,stock,,0.0,,270.4200134277344,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-03 09:30:00-05:00,buy,fill,35.0,TSLA,stock,,0.0,,455.989990234375,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,new,,AMZN,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,new,,AMD,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,new,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,fill,63.0,AMZN,stock,,0.0,,235.05999755859375,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,fill,61.0,AMD,stock,,0.0,,240.11000061035156,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,fill,77.0,NVDA,stock,,0.0,,182.86000061035156,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,fill,56.0,GOOGL,stock,,0.0,,271.4100036621094,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,fill,57.0,AAPL,stock,,0.0,,271.04998779296875,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-14 09:30:00-05:00,sell,fill,35.0,TSLA,stock,,0.0,,386.29998779296875,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-17 09:30:00-05:00,buy,new,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-17 09:30:00-05:00,buy,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-17 09:30:00-05:00,buy,new,,AMD,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-17 09:30:00-05:00,buy,fill,55.0,AAPL,stock,,0.0,,268.82000732421875,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-17 09:30:00-05:00,buy,fill,55.0,GOOGL,stock,,0.0,,285.7799987792969,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-17 09:30:00-05:00,buy,fill,62.0,AMD,stock,,0.0,,242.75,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-21 09:30:00-05:00,sell,new,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-21 09:30:00-05:00,sell,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-21 09:30:00-05:00,sell,new,,AMD,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-21 09:30:00-05:00,sell,fill,55.0,AAPL,stock,,0.0,,265.95001220703125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-21 09:30:00-05:00,sell,fill,55.0,GOOGL,stock,,0.0,,296.4200134277344,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-21 09:30:00-05:00,sell,fill,62.0,AMD,stock,,0.0,,208.80999755859375,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-24 09:30:00-05:00,buy,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-24 09:30:00-05:00,buy,new,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-11-24 09:30:00-05:00,buy,fill,49.0,GOOGL,stock,,0.0,,311.1300048828125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-11-24 09:30:00-05:00,buy,fill,55.0,AAPL,stock,,0.0,,270.8999938964844,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-01 09:30:00-05:00,buy,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-01 09:30:00-05:00,buy,fill,34.0,TSLA,stock,,0.0,,425.32000732421875,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-02 09:30:00-05:00,buy,new,,AMZN,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-02 09:30:00-05:00,buy,fill,63.0,AMZN,stock,,0.0,,235.00999450683594,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-03 09:30:00-05:00,buy,new,,META,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-03 09:30:00-05:00,buy,fill,22.0,META,stock,,0.0,,644.4099731445312,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-09 09:30:00-05:00,buy,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-09 09:30:00-05:00,buy,fill,81.0,NVDA,stock,,0.0,,185.55999755859375,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,AMZN,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,META,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,canceled,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,canceled,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,canceled,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,canceled,,AMZN,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,canceled,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,canceled,,META,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,AAPL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,AMZN,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,META,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,fill,49.0,GOOGL,stock,,0.0,,311.32000732421875,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,fill,55.0,AAPL,stock,,0.0,,280.1499938964844,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,fill,34.0,TSLA,stock,,0.0,,469.44000244140625,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,fill,63.0,AMZN,stock,,0.0,,227.92999267578125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,fill,22.0,META,stock,,0.0,,645.7000122070312,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-15 09:30:00-05:00,sell,fill,81.0,NVDA,stock,,0.0,,177.94000244140625,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-16 09:30:00-05:00,buy,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-16 09:30:00-05:00,buy,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-16 09:30:00-05:00,buy,fill,31.0,TSLA,stock,,0.0,,472.2099914550781,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-16 09:30:00-05:00,buy,fill,47.0,GOOGL,stock,,0.0,,304.95001220703125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-19 09:30:00-05:00,buy,new,,META,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-19 09:30:00-05:00,buy,fill,22.0,META,stock,,0.0,,666.4199829101562,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,sell,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,sell,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,sell,new,,META,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,buy,new,,MSFT,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,buy,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,sell,fill,31.0,TSLA,stock,,0.0,,489.8800048828125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,sell,fill,47.0,GOOGL,stock,,0.0,,309.8800048828125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,sell,fill,22.0,META,stock,,0.0,,661.6500244140625,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,buy,fill,31.0,MSFT,stock,,0.0,,486.1199951171875,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-22 09:30:00-05:00,buy,fill,85.0,NVDA,stock,,0.0,,183.9199981689453,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-23 09:30:00-05:00,buy,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-23 09:30:00-05:00,buy,fill,30.0,TSLA,stock,,0.0,,489.3999938964844,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-24 09:30:00-05:00,buy,new,,AMZN,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-24 09:30:00-05:00,buy,new,,GOOGL,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2025-12-24 09:30:00-05:00,buy,fill,65.0,AMZN,stock,,0.0,,232.1300048828125,market,1,0.0,0.0,trade,,,,,,,,,,,,
2025-12-24 09:30:00-05:00,buy,fill,48.0,GOOGL,stock,,0.0,,314.7699890136719,market,1,0.0,0.0,trade,,,,,,,,,,,,
